YearMonth,YearNbr,MonthNbr,LocationId,LocationName,EmployeeId,Title,StaffMember,TotalSales,BonusPaid,GrossWages,HealthPlanPaid,ParkingSubsPaid,TransportSubsPaid,TrainingSubsPaid,EmployerPensionPaid
20151,2015,1,39,Littleton Discount Store,68,Sales Specialist,Jeff Teper,23050.55,507.1121,4200,63,,25,25,315
20151,2015,1,40,Aurora Discount Store,69,Sales Specialist,Allie Bellew,14056.3,238.9571,3250,48.75,,25,25,243.75
20151,2015,1,41,Parker Discount Store,70,Sales Specialist,Siri Velauthapillai,160.111,3.522442,4200,63,,25,25,315
20151,2015,1,42,Green Bay Discount Store,71,Sales Specialist,Nuno Bento,15499.4225,263.4901825,3250,48.75,,25,25,243.75
20151,2015,1,43,Appleton Discount Store,72,Sales Specialist,Anne Wallace,5973.7075,131.421565,4200,63,,25,25,315
20151,2015,1,44,Menasha Discount Store,73,Sales Specialist,Matt Berg,8591.065,189.00343,4200,63,,25,25,315
20151,2015,1,45,Oshkosh Discount Store,74,Sales Specialist,John Yokim,4437.911,97.634042,4200,63,,25,25,315
20151,2015,1,54,Waukesha No.2 Discount Store,76,Sales Specialist,Bob Hare,9441.7155,207.717741,4200,63,,25,25,315
20151,2015,1,198,North Harford Discount Store,77,Sales Specialist,Jamie Curtiso,14861.99,326.96378,4200,63,,25,25,315
20151,2015,1,57,Port Washington Discount Store,79,Sales Specialist,Jimmy Bischoff,5343.15,117.5493,4200,63,,25,25,315
20151,2015,1,58,Sheboygan Discount Store,80,Sales Specialist,Michael Neipper,10649.563,181.042571,3250,48.75,,25,25,243.75
20151,2015,1,59,Manitowoc Discount Store,81,Sales Specialist,Ari Bixhorn,14356.4155,315.841141,4200,63,,25,25,315
20151,2015,1,60,Madison Discount Store,82,Sales Specialist,Paulo Neves,7743.657,170.360454,4200,63,,25,25,315
20151,2015,1,61,Oregon Discount Store,83,Sales Specialist,Rex Bloesser,3173.53,53.95001,3250,48.75,,25,25,243.75
20151,2015,1,62,Stoughton Discount Store,84,Sales Specialist,Aaron Nicholls,19783.4,395.668,3700,55.5,,25,25,277.5
20151,2015,1,63,Edgerton Discount Store,85,Sales Specialist,Tomasz Bochenek,3504.7215,77.103873,4200,63,,25,25,315
20151,2015,1,64,Fort Atkinson Discount Store,86,Sales Specialist,Toby Nixon,41970.021,713.490357,3250,48.75,,25,25,243.75
20151,2015,1,51,Racine No.1 Discount Store,87,Sales Specialist,Corinna Bolender,8921.9215,196.282273,4200,63,,25,25,315
20151,2015,1,70,Midland Discount Store,89,Sales Specialist,Raffaella Bonaldi,4449.822,97.896084,4200,63,,25,25,315
20151,2015,1,71,Russellville Discount Store,90,Sales Specialist,Jerry Orman,5026.954,100.53908,3700,55.5,,25,25,277.5
20151,2015,1,72,Minden Discount Store,91,Sales Specialist,Laurent Bonnet,11575.9305,254.670471,4200,63,,25,25,315
20151,2015,1,73,Shreveport Discount Store,92,Sales Specialist,Danni Ortman,11415.8,251.1476,4200,63,,25,25,315
20151,2015,1,74,Marshall Discount Store,93,Sales Specialist,Thomas Bouchard,6817.1755,149.977861,4200,63,,25,25,315
20151,2015,1,75,Longview Discount Store,94,Sales Specialist,Scott Oveson,35401.242,601.821114,3250,48.75,,25,25,243.75
20151,2015,1,78,Beaumont No.2 Discount Store,95,Sales Specialist,Martin Skeese,29864.25,507.69225,3250,48.75,,25,25,243.75
20151,2015,1,77,Orange Discount Store,96,Sales Specialist,Tude Palma,20913.633,460.099926,4200,63,,25,25,315
20151,2015,1,79,Baytown Discount Store,97,Sales Specialist,Peter Bankov,12393.725,210.693325,3250,48.75,,25,25,243.75
20151,2015,1,80,La Porte Discount Store,98,Sales Specialist,Dan Park,9783.1825,215.230015,4200,63,,25,25,315
20151,2015,1,81,Bacliff Discount Store,99,Sales Specialist,Bryan Bredehoeft,9760.912,214.740064,4200,63,,25,25,315
20151,2015,1,82,Texas City Discount Store,100,Sales Specialist,Rajesh Patel,14752.1725,295.04345,3700,55.5,,25,25,277.5
20151,2015,1,83,Pasadena Discount Store,101,Sales Specialist,Alan Brewer,8689.425,191.16735,4200,63,,25,25,315
20151,2015,1,84,Humble Discount Store,102,Sales Specialist,Dorena Paschke,19814.2205,336.8417485,3250,48.75,,25,25,243.75
20151,2015,1,85,Spring Discount Store,103,Sales Specialist,Nick Brigandi,14942,328.724,4200,63,,25,25,315
20151,2015,1,86,Austin Discount Store,104,Sales Specialist,Leonids Paturskis,14993.255,254.885335,3250,48.75,,25,25,243.75
20151,2015,1,87,San Antonio Discount Store,105,Sales Specialist,Allison Brown,8588.963,188.957186,4200,63,,25,25,315
20151,2015,1,88,Cedar Park Discount Store,106,Sales Specialist,Yael Peled,4709.42,103.60724,4200,63,,25,25,315
20151,2015,1,89,Round Rock Discount Store,107,Sales Specialist,Robert Brown,4875.9,82.8903,3250,48.75,,25,25,243.75
20151,2015,1,90,Dallas Discount Store,108,Sales Specialist,Lori Penor,3718.007,81.796154,4200,63,,25,25,315
20151,2015,1,91,Georgetown Discount Store,109,Sales Specialist,Daniel Brunner,6510.03,143.22066,4200,63,,25,25,315
20151,2015,1,92,Hillsboro Discount Store,110,Sales Specialist,Michel Pereira,5715.772,97.168124,3250,48.75,,25,25,243.75
20151,2015,1,93,Arlington Discount Store,111,Sales Specialist,Chris Bryant,7366.578,162.064716,4200,63,,25,25,315
20151,2015,1,94,Grand Prairie Discount Store,112,Sales Specialist,Wirote Petchdenlarp,18113.381,398.494382,4200,63,,25,25,315
20151,2015,1,95,Desoto Discount Store,113,Sales Specialist,Brian Burke,4558.3805,77.4924685,3250,48.75,,25,25,243.75
20151,2015,1,96,Richardson Discount Store,114,Sales Specialist,Palle Petersen,4033.3945,68.5677065,3250,48.75,,25,25,243.75
20151,2015,1,97,Lewisville Discount Store,115,Sales Specialist,Tzipi Butnaru,10975.9325,241.470515,4200,63,,25,25,315
20151,2015,1,98,Denton Discount Store,116,Sales Specialist,Terrence Philip,2528.1955,55.620301,4200,63,,25,25,315
20151,2015,1,99,Fort Worth Discount Store,117,Sales Specialist,Rick Byham,7391.089,125.648513,3250,48.75,,25,25,243.75
20151,2015,1,100,Plano Discount Store,118,Sales Specialist,Michal Piaseczny,18820.9345,414.060559,4200,63,,25,25,315
20151,2015,1,101,Miami No.1 Discount Store,119,Sales Specialist,Reina Cabatana,8460.95,143.83615,3250,48.75,,25,25,243.75
20151,2015,1,103,Jacksonville Discount Store,120,Sales Specialist,Pilar Pinilla,8530.383,145.016511,3250,48.75,,25,25,243.75
20151,2015,1,104,Tallahassee No.1 Discount Store,121,Sales Specialist,Iulian Calinov,12346.0205,271.612451,4200,63,,25,25,315
20151,2015,1,107,Sebring Discount Store,123,Sales Specialist,Maria Cameron,8166.602,179.665244,4200,63,,25,25,315
20151,2015,1,108,Lakeland Discount Store,124,Sales Specialist,Ekaterina Podkolzina,7042.738,154.940236,4200,63,,25,25,315
20151,2015,1,109,Fort Lauderdale Discount Store,125,Sales Specialist,Jamie Campbell,24904.841,547.906502,4200,63,,25,25,315
20151,2015,1,110,Orlando Discount Store,126,Sales Specialist,Grigory Pogulsky,501.3915,11.030613,4200,63,,25,25,315
20151,2015,1,111,Tampa Discount Store,127,Sales Specialist,Paul Cannon,7148.1935,121.5192895,3250,48.75,,25,25,243.75
20151,2015,1,112,Key West Discount Store,128,Sales Specialist,Josh Pollock,15424.842,262.222314,3250,48.75,,25,25,243.75
20151,2015,1,113,Cape Canaveral Discount Store,129,Sales Specialist,Cyril Carbonati,5851.15,99.46955,3250,48.75,,25,25,243.75
20151,2015,1,114,Albany Discount Store,130,Sales Specialist,Cristina Potra,8018.261,136.310437,3250,48.75,,25,25,243.75
20151,2015,1,117,New York No.2 Discount Store,131,Sales Specialist,Jason Smarters,21576.466,366.799922,3250,48.75,,25,25,243.75
20151,2015,1,124,Rochester No.2 Discount Store,132,Sales Specialist,Chris James,12248.3825,269.464415,4200,63,,25,25,315
20151,2015,1,118,Syracuse Discount Store,133,Sales Specialist,Fernando Caro,12542.073,275.925606,4200,63,,25,25,315
20151,2015,1,119,Buffalo Discount Store,134,Sales Specialist,Vishwa Ranjan,23337.662,513.428564,4200,63,,25,25,315
20151,2015,1,17,Spokane Discount Store,135,Sales Specialist,Chase Carpenter,17112.742,342.25484,3700,55.5,,25,25,277.5
20151,2015,1,46,Fond du Lac Discount Store,136,Sales Specialist,Arvind Rao,11494.6115,252.881453,4200,63,,25,25,315
20151,2015,1,52,Burlington Discount Store,137,Sales Specialist,Carlos Carvallo,9537.199,209.818378,4200,63,,25,25,315
20151,2015,1,53,East Troy Discount Store,138,Sales Specialist,Morten Rasmussen,3576.465,78.68223,4200,63,,25,25,315
20151,2015,1,120,Plattsburgh Discount Store,139,Sales Specialist,Gitte Casparij,6403.17,108.85389,3250,48.75,,25,25,243.75
20151,2015,1,121,Brooklyn Discount Store,140,Sales Specialist,Mike Ray,15663.45,266.27865,3250,48.75,,25,25,243.75
20151,2015,1,122,Oswego Discount Store,141,Sales Specialist,Giorgio Cavaglieri,23779.089,404.244513,3250,48.75,,25,25,243.75
20151,2015,1,123,Ithaca Discount Store,142,Sales Specialist,April Reagan,10895.4215,185.2221655,3250,48.75,,25,25,243.75
20151,2015,1,125,Queens Discount Store,143,Sales Specialist,Luisa Cazzaniga,14879.9,327.3578,4200,63,,25,25,315
20151,2015,1,126,Elmira Discount Store,144,Sales Specialist,Barak Regev,6954.862,153.006964,4200,63,,25,25,315
20151,2015,1,127,Poestenkill Discount Store,145,Sales Specialist,Sean Chai,6572.1485,144.587267,4200,63,,25,25,315
20151,2015,1,128,Trenton No.1 Discount Store,146,Sales Specialist,Enoch Remick,6671.112,146.764464,4200,63,,25,25,315
20151,2015,1,130,Newark No.1 Discount Store,147,Sales Specialist,Greg Chapman,14979.0145,299.58029,3700,55.5,,25,25,277.5
20151,2015,1,132,Jersey City Discount Store,148,Sales Specialist,Bjorn Rettig,10342.546,175.823282,3250,48.75,,25,25,243.75
20151,2015,1,133,Paterson Discount Store,149,Sales Specialist,Neil Charney,15264.15,259.49055,3250,48.75,,25,25,243.75
20151,2015,1,134,Clifton Discount Store,150,Sales Specialist,Don Richardson,26061.5205,443.0458485,3250,48.75,,25,25,243.75
20151,2015,1,135,East Orange Discount Store,151,Sales Specialist,Ankur Chavda,6619.905,112.538385,3250,48.75,,25,25,243.75
20151,2015,1,136,Passaic Discount Store,152,Sales Specialist,Wendy Richardson,4398.8315,74.7801355,3250,48.75,,25,25,243.75
20151,2015,1,137,Bayonne Discount Store,153,Sales Specialist,Aik Chen,923.9125,20.326075,4200,63,,25,25,315
20151,2015,1,138,Vineland Discount Store,154,Sales Specialist,Anders Riis,6308.07,138.77754,4200,63,,25,25,315
20151,2015,1,139,New Brunswick Discount Store,155,Sales Specialist,Jeff Chia,11257.7,247.6694,4200,63,,25,25,315
20151,2015,1,140,Hackensack Discount Store,156,Sales Specialist,Titti Ringstrom,4176.452,91.881944,4200,63,,25,25,315
20151,2015,1,141,Atlantic City Discount Store,157,Sales Specialist,Michal Chmiela,3969.107,79.38214,3700,55.5,,25,25,277.5
20151,2015,1,142,Montclair Discount Store,158,Sales Specialist,John Rodman,14065.9215,309.450273,4200,63,,25,25,315
20151,2015,1,143,Hoboken Discount Store,159,Sales Specialist,Ray Chow,9406.3165,206.938963,4200,63,,25,25,315
20151,2015,1,144,Morristown Discount Store,160,Sales Specialist,Don Roessler,10967.7425,241.290335,4200,63,,25,25,315
20151,2015,1,145,Cape May Discount Store,161,Sales Specialist,Alice Ciccu,8260.1405,181.723091,4200,63,,25,25,315
20151,2015,1,146,Boston Discount Store,162,Sales Specialist,Kelly Rollin,18701.0705,411.423551,4200,63,,25,25,315
20151,2015,1,148,Worcester No.2 Discount Store,163,Sales Specialist,David Isaacs,12922.954,284.304988,4200,63,,25,25,315
20151,2015,1,149,New Bedford Discount Store,164,Sales Specialist,Daniel Roth,11027.171,187.461907,3250,48.75,,25,25,243.75
20151,2015,1,150,Attleboro Discount Store,165,Sales Specialist,Aaron Con,4094.01,69.59817,3250,48.75,,25,25,243.75
20151,2015,1,151,Lowell Discount Store,166,Sales Specialist,Pablo Rovira Diez,8554.2,188.1924,4200,63,,25,25,315
20151,2015,1,152,Leominster Discount Store,167,Sales Specialist,Kevin Cook,10428.32,229.42304,4200,63,,25,25,315
20151,2015,1,153,Hingham Discount Store,168,Sales Specialist,Erik Rucker,10341.843,206.83686,3700,55.5,,25,25,277.5
20151,2015,1,154,Quincy Discount Store,169,Sales Specialist,Jim Corbin,14915.332,328.137304,4200,63,,25,25,315
20151,2015,1,155,Framingham Discount Store,170,Sales Specialist,Michael Ruggiero,8751.1625,192.525575,4200,63,,25,25,315
20151,2015,1,156,Cambridge Discount Store,171,Sales Specialist,Cecilia Cornejo,16571.2575,281.7113775,3250,48.75,,25,25,243.75
20151,2015,1,157,Somerville Discount Store,172,Sales Specialist,Sharon Salavaria,14501.9525,246.5331925,3250,48.75,,25,25,243.75
20151,2015,1,158,Haverhill Discount Store,173,Sales Specialist,Robin Counts,8379.411,184.347042,4200,63,,25,25,315
20151,2015,1,159,Lynn Discount Store,174,Sales Specialist,Ken Sánchez,16778.55,369.1281,4200,63,,25,25,315
20151,2015,1,160,Northampton Discount Store,175,Sales Specialist,Ioan Crisiarcu,2922.611,49.684387,3250,48.75,,25,25,243.75
20151,2015,1,161,Holyoke Discount Store,176,Sales Specialist,Mandar Samant,4083.025,69.411425,3250,48.75,,25,25,243.75
20151,2015,1,162,Pittsfield Discount Store,177,Sales Specialist,Scott Culp,12944.1415,284.771113,4200,63,,25,25,315
20151,2015,1,163,Falmouth Discount Store,178,Sales Specialist,Patrick Sands,6233.2365,137.131203,4200,63,,25,25,315
20151,2015,1,164,Provincetown Discount Store,179,Sales Specialist,Pawel Czernek,10571.11,179.70887,3250,48.75,,25,25,243.75
20151,2015,1,165,Nantucket Discount Store,180,Sales Specialist,Mark Sargent,7546.8685,166.031107,4200,63,,25,25,315
20151,2015,1,166,Bangor Discount Store,181,Sales Specialist,Apurva Dalia,7033.406,140.66812,3700,55.5,,25,25,277.5
20151,2015,1,167,Bar Harbor Discount Store,182,Sales Specialist,Tihomir Sasic,3695.11,81.29242,4200,63,,25,25,315
20151,2015,1,168,Kennebunkport Discount Store,183,Sales Specialist,Jim Daly,6184.571,105.137707,3250,48.75,,25,25,243.75
20151,2015,1,169,Lewiston Discount Store,184,Sales Specialist,Michiyo Sato,5836.0455,128.393001,4200,63,,25,25,315
20151,2015,1,170,Orono Discount Store,185,Sales Specialist,Mike Danseglio,20710.913,455.640086,4200,63,,25,25,315
20151,2015,1,171,South Portland Discount Store,186,Sales Specialist,Rimvydas Saulis,8036.862,136.626654,3250,48.75,,25,25,243.75
20151,2015,1,172,Hartford Discount Store,187,Sales Specialist,Shannon Dascher,11165.12,245.63264,4200,63,,25,25,315
20151,2015,1,173,Bridgeport Discount Store,188,Sales Specialist,George Schaller,15729.311,267.398287,3250,48.75,,25,25,243.75
20151,2015,1,174,Waterbury Discount Store,189,Sales Specialist,Andrew Davis,6557.2205,144.258851,4200,63,,25,25,315
20151,2015,1,175,Old Saybrook Discount Store,190,Sales Specialist,Rainer Schiller,6716.457,114.179769,3250,48.75,,25,25,243.75
20151,2015,1,176,Darien Discount Store,191,Sales Specialist,Eric Davison,9267.231,203.879082,4200,63,,25,25,315
20151,2015,1,177,New Haven Discount Store,192,Sales Specialist,Boris Scholl,16842.555,370.53621,4200,63,,25,25,315
20151,2015,1,178,Litchfield County Discount Store,193,Sales Specialist,Denis Dehenne,8107.5615,162.15123,3700,55.5,,25,25,277.5
20151,2015,1,179,New London Discount Store,194,Sales Specialist,Andreas Schou,3653.3,80.3726,4200,63,,25,25,315
20151,2015,1,180,Norfolk Discount Store,195,Sales Specialist,Axel Delgado,7705.782,169.527204,4200,63,,25,25,315
20151,2015,1,181,Virginia Beach Discount Store,196,Sales Specialist,Miguel Severino,10678.822,234.934084,4200,63,,25,25,315
20151,2015,1,182,Winchester Discount Store,197,Sales Specialist,Luca Dellamore,8857.1805,194.857971,4200,63,,25,25,315
20151,2015,1,184,Alexandria Discount Store,198,Sales Specialist,Jill Shrader,8849.914,194.698108,4200,63,,25,25,315
20151,2015,1,185,Roanoke Discount Store,199,Sales Specialist,Molly Dempsey,14893.11,327.64842,4200,63,,25,25,315
20151,2015,1,186,Charlottesville Discount Store,200,Sales Specialist,Alexandre Silva,3864.022,85.008484,4200,63,,25,25,315
20151,2015,1,187,Fredericksburg Discount Store,201,Sales Specialist,Prashanth Desai,34958.274,769.082028,4200,63,,25,25,315
20151,2015,1,188,Martinsville Discount Store,202,Sales Specialist,Alex Simmons,10619.675,233.63285,4200,63,,25,25,315
20151,2015,1,189,Greenville Discount Store,203,Sales Specialist,Michael DeVoe,15841.7,348.5174,4200,63,,25,25,315
20151,2015,1,190,Charleston Discount Store,204,Sales Specialist,David Simpson,18226.724,400.987928,4200,63,,25,25,315
20151,2015,1,191,Annapolis Discount Store,205,Sales Specialist,Cari Dick,3874.4445,77.48889,3700,55.5,,25,25,277.5
20151,2015,1,192,Baltimore Discount Store,206,Sales Specialist,Ashima Singhal,18412.2115,405.068653,4200,63,,25,25,315
20151,2015,1,193,Howard Discount Store,207,Sales Specialist,Cliff Didcock,16617.851,365.592722,4200,63,,25,25,315
20151,2015,1,194,Ridgely Discount Store,208,Sales Specialist,Bonnie Skelly,10581.911,232.802042,4200,63,,25,25,315
20151,2015,1,195,Queen Anne's County Discount Store,209,Sales Specialist,Blaine Dockter,17993.9025,395.865855,4200,63,,25,25,315
20151,2015,1,196,Parkville Discount Store,210,Sales Specialist,Egil Skjold,6335.8215,139.388073,4200,63,,25,25,315
20151,2015,1,197,Back River Discount Store,211,Sales Specialist,Chris Downs,11351.35,192.97295,3250,48.75,,25,25,243.75
20151,2015,1,282,Ottawa No.1 Discount Store,214,Sales Specialist,Brian Smith,3141.938,53.412946,3250,48.75,,25,25,243.75
20151,2015,1,284,Toronto No.1 Discount Store,215,Area Manager,Bernard Duerr,5997.7735,140.9476773,5500,82.5,35,,25,467.5
20151,2015,1,287,Montreal No.1 Discount Store,216,Area Manager,Lorrin Smith-Bates,8421.615,168.4323,3700,55.5,35,,25,314.5
20151,2015,1,290,Vancouver  No.2 Discount Store,217,Sales Specialist,Dave Jennings,1378.26,30.32172,4200,63,,25,25,315
20151,2015,1,291,Calgary  Discount Store,218,Sales Specialist,Martin Spona,27643.212,608.150664,4200,63,,25,25,315
20151,2015,1,201,London Discount Store,219,Sales Specialist,Bart Duncan,13586.728,230.974376,3250,48.75,,25,25,243.75
20151,2015,1,202,Edinburgh Discount Store,220,Sales Specialist,Jeff Stammler,17460.944,296.836048,3250,48.75,,25,25,243.75
20151,2015,1,203,Glasgow Discount Store,221,Sales Specialist,Shelley Dyck,183.92,3.12664,3250,48.75,,25,25,243.75
20151,2015,1,204,York Discount Store,222,Sales Specialist,Mark Steele,11498.4,195.4728,3250,48.75,,25,25,243.75
20151,2015,1,205,Carlisle Discount Store,223,Sales Specialist,Witold Dyszkiewicz,10753.6,236.5792,4200,63,,25,25,315
20151,2015,1,206,Manchester Discount Store,224,Sales Specialist,Brad Sutton,9183.934,202.046548,4200,63,,25,25,315
20151,2015,1,207,Lancashire Discount Store,225,Sales Specialist,Terry Earls,8579.084,145.844428,3250,48.75,,25,25,243.75
20151,2015,1,208,West Yorkshire Discount Store,226,Sales Specialist,Bernard Tham,14681.92,249.59264,3250,48.75,,25,25,243.75
20151,2015,1,209,Baildon Discount Store,227,Sales Specialist,Josh Edwards,14840.46,326.49012,4200,63,,25,25,315
20151,2015,1,210,Cheshire Discount Store,228,Sales Specialist,Sandhya Thodla,11147.826,222.95652,3700,55.5,,25,25,277.5
20151,2015,1,211,Stockport Discount Store,229,Sales Specialist,Vladimir Egorov,6049,133.078,4200,63,,25,25,315
20151,2015,1,212,Liverpool Discount Store,230,Sales Specialist,Iben Thorell,7468.806,164.313732,4200,63,,25,25,315
20151,2015,1,213,Knotty Ash Discount Store,231,Sales Specialist,Patrick Elliott,5545.372,121.998184,4200,63,,25,25,315
20151,2015,1,214,Leeds Discount Store,232,Sales Specialist,Justin Thorp,4342.648,95.538256,4200,63,,25,25,315
20151,2015,1,215,Paris Discount Store,233,Sales Specialist,Anil Elson,28212.12,620.66664,4042.5,60.6375,,25,25,303.1875
20151,2015,1,216,Marseille Discount Store,234,Sales Specialist,Danielle Tiedt,5311.84,116.86048,4042.5,60.6375,,25,25,303.1875
20151,2015,1,217,Lyon Discount Store,235,Sales Specialist,Michael Entin,8911.4,151.4938,3128.125,46.9219,,25,25,234.6094
20151,2015,1,218,Toulouse Discount Store,236,Sales Specialist,Olinda Turner,14743.628,250.641676,3128.125,46.9219,,25,25,234.6094
20151,2015,1,219,Nice Discount Store,237,Sales Specialist,Ebru Ersan,7624.52,129.61684,3128.125,46.9219,,25,25,234.6094
20151,2015,1,220,Nantes Discount Store,238,Sales Specialist,Tjeerd Veninga,8591.2,189.0064,4042.5,60.6375,,25,25,303.1875
20151,2015,1,221,Strasbourg Discount Store,239,Sales Specialist,Modesto Estrada,3160,69.52,4042.5,60.6375,,25,25,303.1875
20151,2015,1,222,Roma Discount Store,240,Sales Specialist,Gregory Verny,4747.36,80.70512,3128.125,46.9219,,25,25,234.6094
20151,2015,1,224,Firenze Discount Store,242,Sales Specialist,Peter Villadsen,16164.378,323.28756,3561.25,53.4188,,25,25,267.0938
20151,2015,1,225,Torino Discount Store,243,Sales Specialist,Antoine Faisandier,3738.01,82.23622,4042.5,60.6375,,25,25,303.1875
20151,2015,1,226,Milan Discount Store,244,Sales Specialist,Florian Voss,9268.44,203.90568,4042.5,60.6375,,25,25,303.1875
20151,2015,1,228,Berlin Discount Store,246,Sales Specialist,Kelly Weadock,9189.02,202.15844,4042.5,60.6375,,25,25,303.1875
20151,2015,1,230,koln No.2 Discount Store,247,Sales Specialist,Yaniv Feinberg,16108.7,354.3914,4042.5,60.6375,,25,25,303.1875
20151,2015,1,231,Hofheim Discount Store,248,Sales Specialist,Martin Weber,5516.448,93.779616,3128.125,46.9219,,25,25,234.6094
20151,2015,1,232,koln No.1 Discount Store,249,Sales Specialist,Dan Fennell,5396.306,91.737202,3128.125,46.9219,,25,25,234.6094
20151,2015,1,233,Landstuhl Discount Store,250,Sales Specialist,Cindy White,4049.04,68.83368,3128.125,46.9219,,25,25,234.6094
20151,2015,1,234,Dusseldorf Discount Store,251,Sales Specialist,Franziska Fiegler,3694.464,62.805888,3128.125,46.9219,,25,25,234.6094
20151,2015,1,235,Ramstein Discount Store,252,Sales Specialist,Greg Winston,11717.772,257.790984,4042.5,60.6375,,25,25,303.1875
